siparis_id,tarih_saat,musteri_tipi,urun_kategori,siparis_tutar,odeme_yontemi,kargo_firma,teslimat_sure,siparis_durum,memnuniyet_puan,bolge,tarih,saat,gun_adi,hafta
9838,2025-12-22 00:05:20,Bireysel,Elektronik,865.25,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.4,İstanbul,2025-12-22,0,Monday,51
7262,2025-12-22 00:24:02,Kurumsal,Giyim,366.72,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.6,İzmir,2025-12-22,0,Monday,51
6573,2025-12-22 00:27:27,Kurumsal,Spor,954.68,Havale,Express Lojistik,3,Tamamlandı,3.8,Diğer Şehirler,2025-12-22,0,Monday,51
12859,2025-12-22 00:34:07,Bireysel,Giyim,20.0,Kredi Kartı,Hızlı Kargo,4,Tamamlandı,4.0,İzmir,2025-12-22,0,Monday,51
9380,2025-12-22 00:34:18,Bireysel,Elektronik,1271.05,Havale,Hızlı Kargo,5,İade,2.9,Diğer Şehirler,2025-12-22,0,Monday,51
12664,2025-12-22 00:38:05,Bireysel,Elektronik,87.39,Havale,Hızlı Kargo,2,Tamamlandı,4.4,İstanbul,2025-12-22,0,Monday,51
9358,2025-12-22 00:49:16,Kurumsal,Spor,215.14,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.1,İstanbul,2025-12-22,0,Monday,51
6936,2025-12-22 00:51:28,Bireysel,Ev & Yaşam,131.17,Havale,Hızlı Kargo,5,Tamamlandı,4.3,Diğer Şehirler,2025-12-22,0,Monday,51
1239,2025-12-22 01:01:14,Kurumsal,Giyim,727.92,Havale,Hızlı Kargo,2,Tamamlandı,4.4,İstanbul,2025-12-22,1,Monday,51
1792,2025-12-22 01:18:08,Bireysel,Elektronik,488.71,Kredi Kartı,Express Lojistik,3,İade,3.3,İzmir,2025-12-22,1,Monday,51
3837,2025-12-22 01:22:12,Bireysel,Giyim,241.22,Kredi Kartı,Express Lojistik,1,Tamamlandı,5.0,İstanbul,2025-12-22,1,Monday,51
1882,2025-12-22 01:34:59,Kurumsal,Giyim,20.0,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.5,İstanbul,2025-12-22,1,Monday,51
12522,2025-12-22 01:35:59,Kurumsal,Kitap & Hobi,123.95,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.9,Diğer Şehirler,2025-12-22,1,Monday,51
9304,2025-12-22 01:53:55,Bireysel,Elektronik,20.0,Kapıda Ödeme,Express Lojistik,4,Tamamlandı,4.6,Ankara,2025-12-22,1,Monday,51
11441,2025-12-22 01:55:42,Bireysel,Kitap & Hobi,67.21,Kredi Kartı,Hızlı Kargo,4,Tamamlandı,4.8,Ankara,2025-12-22,1,Monday,51
5149,2025-12-22 02:03:43,Bireysel,Elektronik,1449.95,Kapıda Ödeme,Süper Kargo,2,Tamamlandı,4.8,İstanbul,2025-12-22,2,Monday,51
5827,2025-12-22 02:20:25,Bireysel,Kitap & Hobi,63.91,Havale,Süper Kargo,6,Tamamlandı,3.7,Diğer Şehirler,2025-12-22,2,Monday,51
4762,2025-12-22 02:24:09,Bireysel,Spor,347.31,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.3,İstanbul,2025-12-22,2,Monday,51
13242,2025-12-22 02:38:34,Bireysel,Giyim,197.57,Kapıda Ödeme,Süper Kargo,3,Tamamlandı,4.5,İstanbul,2025-12-22,2,Monday,51
11709,2025-12-22 02:55:04,Bireysel,Elektronik,1636.96,Kapıda Ödeme,Express Lojistik,3,Tamamlandı,5.0,Diğer Şehirler,2025-12-22,2,Monday,51
6777,2025-12-22 03:03:13,Bireysel,Ev & Yaşam,20.0,Kapıda Ödeme,Hızlı Kargo,5,Tamamlandı,4.5,Diğer Şehirler,2025-12-22,3,Monday,51
8045,2025-12-22 03:03:33,Bireysel,Giyim,20.0,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.7,İstanbul,2025-12-22,3,Monday,51
10816,2025-12-22 03:06:33,Bireysel,Ev & Yaşam,27.85,Kredi Kartı,Express Lojistik,2,Tamamlandı,4.5,Ankara,2025-12-22,3,Monday,51
7672,2025-12-22 03:07:55,Bireysel,Elektronik,2409.98,Kredi Kartı,Express Lojistik,2,İade,2.5,İstanbul,2025-12-22,3,Monday,51
3521,2025-12-22 03:16:37,Kurumsal,Ev & Yaşam,846.32,Kredi Kartı,Hızlı Kargo,4,Tamamlandı,4.1,Ankara,2025-12-22,3,Monday,51
7752,2025-12-22 03:23:44,Bireysel,Elektronik,1332.06,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.6,Ankara,2025-12-22,3,Monday,51
1079,2025-12-22 03:26:26,Kurumsal,Spor,634.55,Kredi Kartı,Express Lojistik,3,Tamamlandı,5.0,İstanbul,2025-12-22,3,Monday,51
11399,2025-12-22 03:58:58,Bireysel,Kitap & Hobi,129.93,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.3,İstanbul,2025-12-22,3,Monday,51
3125,2025-12-22 04:34:37,Bireysel,Giyim,128.38,Havale,Express Lojistik,3,Tamamlandı,4.6,İzmir,2025-12-22,4,Monday,51
6117,2025-12-22 04:56:54,Bireysel,Ev & Yaşam,416.77,Havale,Hızlı Kargo,2,Tamamlandı,4.6,Diğer Şehirler,2025-12-22,4,Monday,51
2939,2025-12-22 05:04:13,Kurumsal,Giyim,681.16,Kredi Kartı,Süper Kargo,3,Tamamlandı,4.3,İstanbul,2025-12-22,5,Monday,51
2662,2025-12-22 05:20:53,Bireysel,Ev & Yaşam,66.64,Havale,Express Lojistik,1,Tamamlandı,4.9,İstanbul,2025-12-22,5,Monday,51
5461,2025-12-22 05:24:09,Bireysel,Ev & Yaşam,260.09,Kredi Kartı,Express Lojistik,2,Tamamlandı,5.0,Ankara,2025-12-22,5,Monday,51
2664,2025-12-22 05:31:21,Bireysel,Elektronik,20.0,Havale,Süper Kargo,5,Tamamlandı,4.2,Diğer Şehirler,2025-12-22,5,Monday,51
4011,2025-12-22 05:44:05,Kurumsal,Kitap & Hobi,292.21,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.2,İzmir,2025-12-22,5,Monday,51
3701,2025-12-22 05:49:13,Bireysel,Kitap & Hobi,65.49,Havale,Hızlı Kargo,3,Tamamlandı,4.9,Diğer Şehirler,2025-12-22,5,Monday,51
11217,2025-12-22 06:23:45,Bireysel,Giyim,299.26,Kapıda Ödeme,Süper Kargo,4,Tamamlandı,4.0,Ankara,2025-12-22,6,Monday,51
9415,2025-12-22 06:35:04,Kurumsal,Elektronik,165.02,Kredi Kartı,Süper Kargo,5,Tamamlandı,4.1,Ankara,2025-12-22,6,Monday,51
8603,2025-12-22 09:14:40,Kurumsal,Elektronik,2658.72,Havale,Hızlı Kargo,1,İade,2.2,İstanbul,2025-12-22,9,Monday,51
5643,2025-12-22 09:36:14,Bireysel,Spor,515.26,Kredi Kartı,Süper Kargo,6,İade,3.5,Diğer Şehirler,2025-12-22,9,Monday,51
10346,2025-12-22 09:50:26,Bireysel,Ev & Yaşam,196.87,Havale,Süper Kargo,4,Tamamlandı,3.9,İstanbul,2025-12-22,9,Monday,51
2364,2025-12-22 10:00:54,Bireysel,Ev & Yaşam,225.25,Kredi Kartı,Hızlı Kargo,4,Tamamlandı,4.4,Ankara,2025-12-22,10,Monday,51
10748,2025-12-22 10:12:23,Bireysel,Kitap & Hobi,106.21,Havale,Süper Kargo,2,İade,2.4,İstanbul,2025-12-22,10,Monday,51
6490,2025-12-22 11:37:52,Bireysel,Giyim,238.02,Havale,Hızlı Kargo,4,Tamamlandı,5.0,Ankara,2025-12-22,11,Monday,51
4903,2025-12-22 11:39:00,Bireysel,Elektronik,1344.61,Kredi Kartı,Express Lojistik,3,Tamamlandı,5.0,İstanbul,2025-12-22,11,Monday,51
6829,2025-12-22 11:53:05,Bireysel,Giyim,162.29,Havale,Hızlı Kargo,2,Tamamlandı,5.0,İstanbul,2025-12-22,11,Monday,51
8340,2025-12-22 12:09:38,Kurumsal,Kitap & Hobi,241.87,Kredi Kartı,Express Lojistik,3,İade,2.2,İstanbul,2025-12-22,12,Monday,51
5389,2025-12-22 13:04:06,Bireysel,Kitap & Hobi,20.0,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.7,İzmir,2025-12-22,13,Monday,51
11543,2025-12-22 14:00:46,Bireysel,Kitap & Hobi,20.0,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.1,İstanbul,2025-12-22,14,Monday,51
5807,2025-12-22 15:14:56,Bireysel,Ev & Yaşam,284.31,Kredi Kartı,Süper Kargo,4,Tamamlandı,3.9,İstanbul,2025-12-22,15,Monday,51
7750,2025-12-22 15:40:37,Bireysel,Ev & Yaşam,128.73,Havale,Hızlı Kargo,3,Tamamlandı,4.5,Diğer Şehirler,2025-12-22,15,Monday,51
2065,2025-12-22 16:16:48,Bireysel,Elektronik,1025.06,Kredi Kartı,Süper Kargo,2,İptal,1.2,İstanbul,2025-12-22,16,Monday,51
3687,2025-12-22 16:27:18,Kurumsal,Spor,776.79,Kredi Kartı,Hızlı Kargo,5,Tamamlandı,3.8,Diğer Şehirler,2025-12-22,16,Monday,51
8627,2025-12-22 16:30:25,Bireysel,Giyim,20.0,Havale,Hızlı Kargo,2,Tamamlandı,4.5,Ankara,2025-12-22,16,Monday,51
12679,2025-12-22 16:36:39,Bireysel,Elektronik,89.16,Havale,Hızlı Kargo,3,Tamamlandı,4.3,Ankara,2025-12-22,16,Monday,51
7364,2025-12-22 16:38:48,Bireysel,Elektronik,417.69,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.2,İstanbul,2025-12-22,16,Monday,51
2430,2025-12-22 16:41:20,Bireysel,Kitap & Hobi,102.77,Havale,Süper Kargo,2,Tamamlandı,4.9,İstanbul,2025-12-22,16,Monday,51
8749,2025-12-22 16:41:52,Kurumsal,Spor,461.85,Kredi Kartı,Express Lojistik,3,Tamamlandı,5.0,Ankara,2025-12-22,16,Monday,51
5889,2025-12-22 16:46:45,Bireysel,Kitap & Hobi,103.73,Kredi Kartı,Süper Kargo,3,Tamamlandı,4.2,Ankara,2025-12-22,16,Monday,51
10074,2025-12-22 17:04:27,Bireysel,Kitap & Hobi,20.0,Kredi Kartı,Süper Kargo,6,Tamamlandı,3.9,Diğer Şehirler,2025-12-22,17,Monday,51
5757,2025-12-22 17:05:01,Kurumsal,Elektronik,722.22,Kredi Kartı,Süper Kargo,5,Tamamlandı,4.4,Diğer Şehirler,2025-12-22,17,Monday,51
11745,2025-12-22 17:06:07,Bireysel,Kitap & Hobi,97.81,Kapıda Ödeme,Hızlı Kargo,1,Tamamlandı,4.4,İstanbul,2025-12-22,17,Monday,51
7328,2025-12-22 17:06:26,Bireysel,Ev & Yaşam,262.98,Kapıda Ödeme,Express Lojistik,5,Tamamlandı,4.1,Diğer Şehirler,2025-12-22,17,Monday,51
6900,2025-12-22 17:11:10,Bireysel,Elektronik,20.0,Kapıda Ödeme,Süper Kargo,3,Tamamlandı,4.4,İzmir,2025-12-22,17,Monday,51
4837,2025-12-22 17:14:41,Bireysel,Kitap & Hobi,86.73,Kapıda Ödeme,Hızlı Kargo,1,Tamamlandı,5.0,İstanbul,2025-12-22,17,Monday,51
5724,2025-12-22 17:17:23,Bireysel,Ev & Yaşam,116.33,Kredi Kartı,Hızlı Kargo,1,Tamamlandı,5.0,İstanbul,2025-12-22,17,Monday,51
6848,2025-12-22 17:25:35,Kurumsal,Elektronik,20.0,Kredi Kartı,Express Lojistik,3,Tamamlandı,4.5,Ankara,2025-12-22,17,Monday,51
6508,2025-12-22 17:28:46,Bireysel,Elektronik,1868.72,Havale,Hızlı Kargo,2,Tamamlandı,4.7,İstanbul,2025-12-22,17,Monday,51
1620,2025-12-22 17:35:59,Bireysel,Elektronik,1011.47,Kredi Kartı,Süper Kargo,4,Tamamlandı,3.7,İstanbul,2025-12-22,17,Monday,51
10711,2025-12-22 17:40:53,Bireysel,Elektronik,20.0,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.3,Diğer Şehirler,2025-12-22,17,Monday,51
6852,2025-12-22 17:50:44,Bireysel,Elektronik,2098.57,Havale,Süper Kargo,2,Tamamlandı,5.0,İstanbul,2025-12-22,17,Monday,51
7119,2025-12-22 17:54:42,Kurumsal,Giyim,502.1,Kapıda Ödeme,Hızlı Kargo,4,Tamamlandı,4.5,Ankara,2025-12-22,17,Monday,51
1217,2025-12-22 17:55:21,Bireysel,Ev & Yaşam,168.12,Havale,Hızlı Kargo,2,Tamamlandı,4.8,İstanbul,2025-12-22,17,Monday,51
9586,2025-12-22 17:55:34,Bireysel,Elektronik,946.34,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.1,Diğer Şehirler,2025-12-22,17,Monday,51
3829,2025-12-22 17:56:51,Bireysel,Spor,205.72,Kapıda Ödeme,Hızlı Kargo,3,Tamamlandı,5.0,İzmir,2025-12-22,17,Monday,51
12412,2025-12-22 18:02:54,Bireysel,Ev & Yaşam,324.05,Havale,Hızlı Kargo,4,Tamamlandı,4.2,Diğer Şehirler,2025-12-22,18,Monday,51
3407,2025-12-22 18:21:33,Bireysel,Ev & Yaşam,20.0,Havale,Süper Kargo,4,Tamamlandı,4.3,İzmir,2025-12-22,18,Monday,51
13244,2025-12-22 18:23:42,Bireysel,Ev & Yaşam,395.48,Kapıda Ödeme,Hızlı Kargo,1,Tamamlandı,5.0,İstanbul,2025-12-22,18,Monday,51
2965,2025-12-22 18:27:42,Bireysel,Elektronik,20.0,Kredi Kartı,Express Lojistik,2,Tamamlandı,4.7,Diğer Şehirler,2025-12-22,18,Monday,51
5132,2025-12-22 18:29:44,Bireysel,Elektronik,1638.77,Kapıda Ödeme,Süper Kargo,3,Tamamlandı,4.6,İzmir,2025-12-22,18,Monday,51
8026,2025-12-22 18:33:06,Bireysel,Giyim,78.87,Kapıda Ödeme,Hızlı Kargo,4,Tamamlandı,4.3,Ankara,2025-12-22,18,Monday,51
4867,2025-12-22 18:36:12,Bireysel,Kitap & Hobi,162.78,Kredi Kartı,Süper Kargo,4,Tamamlandı,3.5,İstanbul,2025-12-22,18,Monday,51
12433,2025-12-22 18:38:53,Bireysel,Giyim,20.0,Kredi Kartı,Süper Kargo,5,Tamamlandı,3.4,Diğer Şehirler,2025-12-22,18,Monday,51
3351,2025-12-22 18:40:13,Bireysel,Kitap & Hobi,142.0,Kredi Kartı,Süper Kargo,5,Tamamlandı,4.1,Diğer Şehirler,2025-12-22,18,Monday,51
11856,2025-12-22 18:52:09,Bireysel,Giyim,52.58,Havale,Hızlı Kargo,1,Tamamlandı,5.0,İstanbul,2025-12-22,18,Monday,51
2313,2025-12-22 18:56:51,Kurumsal,Ev & Yaşam,849.79,Havale,Express Lojistik,4,Tamamlandı,4.3,İzmir,2025-12-22,18,Monday,51
9583,2025-12-22 18:58:34,Bireysel,Ev & Yaşam,281.4,Havale,Express Lojistik,3,Tamamlandı,5.0,İstanbul,2025-12-22,18,Monday,51
7876,2025-12-22 19:07:43,Bireysel,Spor,20.0,Havale,Süper Kargo,4,Tamamlandı,4.0,Diğer Şehirler,2025-12-22,19,Monday,51
1798,2025-12-22 19:10:52,Bireysel,Giyim,20.0,Kredi Kartı,Süper Kargo,5,Tamamlandı,3.7,İzmir,2025-12-22,19,Monday,51
12922,2025-12-22 19:11:16,Kurumsal,Elektronik,1769.79,Kredi Kartı,Süper Kargo,5,Tamamlandı,3.6,Ankara,2025-12-22,19,Monday,51
4951,2025-12-22 19:13:57,Bireysel,Kitap & Hobi,112.07,Kredi Kartı,Süper Kargo,3,Tamamlandı,4.5,İstanbul,2025-12-22,19,Monday,51
10141,2025-12-22 19:28:59,Bireysel,Elektronik,20.0,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.3,İstanbul,2025-12-22,19,Monday,51
8789,2025-12-22 19:32:45,Bireysel,Giyim,20.0,Kredi Kartı,Express Lojistik,3,Tamamlandı,4.4,İzmir,2025-12-22,19,Monday,51
5300,2025-12-22 19:40:39,Bireysel,Ev & Yaşam,134.92,Havale,Express Lojistik,2,Tamamlandı,4.2,İzmir,2025-12-22,19,Monday,51
7681,2025-12-22 19:40:47,Bireysel,Giyim,213.18,Kredi Kartı,Hızlı Kargo,5,İptal,1.5,Diğer Şehirler,2025-12-22,19,Monday,51
4154,2025-12-22 19:52:44,Bireysel,Giyim,176.23,Kapıda Ödeme,Hızlı Kargo,3,Tamamlandı,4.3,İzmir,2025-12-22,19,Monday,51
4158,2025-12-22 19:55:01,Bireysel,Spor,177.26,Kapıda Ödeme,Süper Kargo,2,Tamamlandı,4.5,İstanbul,2025-12-22,19,Monday,51
9635,2025-12-22 19:56:45,Bireysel,Elektronik,20.0,Kredi Kartı,Hızlı Kargo,3,İptal,1.6,İstanbul,2025-12-22,19,Monday,51
1120,2025-12-22 19:57:18,Bireysel,Kitap & Hobi,117.81,Kredi Kartı,Hızlı Kargo,1,Tamamlandı,4.5,İstanbul,2025-12-22,19,Monday,51
5416,2025-12-22 20:00:00,Bireysel,Elektronik,29.65,Kredi Kartı,Express Lojistik,4,Tamamlandı,4.0,Diğer Şehirler,2025-12-22,20,Monday,51
11153,2025-12-22 20:00:15,Kurumsal,Elektronik,3147.01,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.4,İstanbul,2025-12-22,20,Monday,51
4680,2025-12-22 20:07:26,Kurumsal,Ev & Yaşam,274.68,Kapıda Ödeme,Süper Kargo,5,Tamamlandı,3.5,Ankara,2025-12-22,20,Monday,51
7689,2025-12-22 20:11:27,Kurumsal,Ev & Yaşam,501.4,Havale,Süper Kargo,6,Tamamlandı,4.1,Diğer Şehirler,2025-12-22,20,Monday,51
2827,2025-12-22 20:22:28,Bireysel,Kitap & Hobi,127.11,Kredi Kartı,Express Lojistik,1,Tamamlandı,5.0,İstanbul,2025-12-22,20,Monday,51
5653,2025-12-22 20:23:19,Kurumsal,Kitap & Hobi,99.19,Kredi Kartı,Express Lojistik,2,Tamamlandı,4.3,Ankara,2025-12-22,20,Monday,51
4822,2025-12-22 20:27:35,Bireysel,Giyim,192.79,Havale,Hızlı Kargo,4,Tamamlandı,4.0,Ankara,2025-12-22,20,Monday,51
9499,2025-12-22 20:36:02,Kurumsal,Giyim,408.13,Kredi Kartı,Hızlı Kargo,4,Tamamlandı,4.8,Ankara,2025-12-22,20,Monday,51
12057,2025-12-22 20:37:16,Bireysel,Elektronik,523.49,Havale,Süper Kargo,3,Tamamlandı,4.5,İstanbul,2025-12-22,20,Monday,51
6283,2025-12-22 20:38:22,Bireysel,Ev & Yaşam,147.19,Kredi Kartı,Express Lojistik,2,Tamamlandı,4.4,Diğer Şehirler,2025-12-22,20,Monday,51
3328,2025-12-22 20:38:48,Bireysel,Kitap & Hobi,82.76,Havale,Süper Kargo,4,Tamamlandı,4.0,Ankara,2025-12-22,20,Monday,51
2825,2025-12-22 20:41:25,Kurumsal,Giyim,479.35,Kredi Kartı,Süper Kargo,4,Tamamlandı,3.9,İstanbul,2025-12-22,20,Monday,51
3893,2025-12-22 20:46:58,Bireysel,Giyim,135.75,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.3,Ankara,2025-12-22,20,Monday,51
6227,2025-12-22 20:49:27,Bireysel,Elektronik,823.66,Kredi Kartı,Express Lojistik,1,Tamamlandı,5.0,İstanbul,2025-12-22,20,Monday,51
9062,2025-12-22 20:56:10,Kurumsal,Elektronik,20.0,Kapıda Ödeme,Hızlı Kargo,2,Tamamlandı,4.5,İstanbul,2025-12-22,20,Monday,51
6808,2025-12-22 21:03:39,Bireysel,Elektronik,1382.24,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.6,Diğer Şehirler,2025-12-22,21,Monday,51
4075,2025-12-22 21:06:52,Bireysel,Giyim,20.98,Havale,Süper Kargo,5,Tamamlandı,4.2,Diğer Şehirler,2025-12-22,21,Monday,51
4653,2025-12-22 21:27:20,Bireysel,Ev & Yaşam,260.84,Kredi Kartı,Süper Kargo,5,Tamamlandı,4.0,Ankara,2025-12-22,21,Monday,51
7138,2025-12-22 21:33:32,Bireysel,Ev & Yaşam,288.44,Havale,Süper Kargo,3,Tamamlandı,4.6,Diğer Şehirler,2025-12-22,21,Monday,51
11524,2025-12-22 21:33:40,Kurumsal,Giyim,693.43,Kredi Kartı,Süper Kargo,5,İade,2.4,Ankara,2025-12-22,21,Monday,51
4636,2025-12-22 21:34:02,Kurumsal,Kitap & Hobi,229.97,Havale,Hızlı Kargo,1,Tamamlandı,4.6,İstanbul,2025-12-22,21,Monday,51
2428,2025-12-22 21:36:28,Kurumsal,Ev & Yaşam,764.17,Havale,Süper Kargo,3,Tamamlandı,4.2,İstanbul,2025-12-22,21,Monday,51
5286,2025-12-22 21:36:55,Bireysel,Kitap & Hobi,47.52,Kredi Kartı,Express Lojistik,3,Tamamlandı,4.5,İzmir,2025-12-22,21,Monday,51
9013,2025-12-22 21:45:42,Bireysel,Kitap & Hobi,62.59,Kredi Kartı,Süper Kargo,4,Tamamlandı,3.7,İstanbul,2025-12-22,21,Monday,51
9990,2025-12-22 21:52:52,Bireysel,Kitap & Hobi,120.87,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.5,Ankara,2025-12-22,21,Monday,51
8317,2025-12-22 21:57:37,Bireysel,Ev & Yaşam,20.0,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.4,İstanbul,2025-12-22,21,Monday,51
5996,2025-12-22 21:57:42,Bireysel,Ev & Yaşam,377.66,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.5,Ankara,2025-12-22,21,Monday,51
1036,2025-12-22 22:03:29,Bireysel,Elektronik,238.02,Kapıda Ödeme,Hızlı Kargo,2,Tamamlandı,4.8,Diğer Şehirler,2025-12-22,22,Monday,51
12515,2025-12-22 22:03:35,Bireysel,Kitap & Hobi,91.77,Kapıda Ödeme,Hızlı Kargo,4,Tamamlandı,3.7,Diğer Şehirler,2025-12-22,22,Monday,51
12714,2025-12-22 22:06:57,Kurumsal,Kitap & Hobi,85.08,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.5,Diğer Şehirler,2025-12-22,22,Monday,51
3734,2025-12-22 22:11:16,Kurumsal,Ev & Yaşam,457.73,Havale,Hızlı Kargo,1,Tamamlandı,5.0,İstanbul,2025-12-22,22,Monday,51
7651,2025-12-22 22:18:06,Bireysel,Giyim,66.41,Kredi Kartı,Süper Kargo,2,Tamamlandı,4.5,İstanbul,2025-12-22,22,Monday,51
8403,2025-12-22 22:18:18,Kurumsal,Elektronik,20.0,Kredi Kartı,Express Lojistik,4,Tamamlandı,4.1,İzmir,2025-12-22,22,Monday,51
7223,2025-12-22 22:19:22,Bireysel,Elektronik,20.0,Havale,Hızlı Kargo,2,Tamamlandı,4.7,İzmir,2025-12-22,22,Monday,51
9760,2025-12-22 22:20:26,Bireysel,Elektronik,20.0,Kapıda Ödeme,Express Lojistik,4,Tamamlandı,4.2,Diğer Şehirler,2025-12-22,22,Monday,51
5876,2025-12-22 22:22:00,Bireysel,Elektronik,1491.55,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.4,İstanbul,2025-12-22,22,Monday,51
10274,2025-12-22 22:26:38,Kurumsal,Kitap & Hobi,139.56,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.0,Ankara,2025-12-22,22,Monday,51
6446,2025-12-22 22:34:38,Bireysel,Elektronik,47.96,Havale,Express Lojistik,3,Tamamlandı,4.6,İstanbul,2025-12-22,22,Monday,51
9035,2025-12-22 22:38:58,Kurumsal,Kitap & Hobi,130.81,Havale,Süper Kargo,2,Tamamlandı,4.9,İstanbul,2025-12-22,22,Monday,51
6107,2025-12-22 22:39:37,Bireysel,Elektronik,20.0,Kapıda Ödeme,Süper Kargo,5,Tamamlandı,3.9,Diğer Şehirler,2025-12-22,22,Monday,51
6301,2025-12-22 22:41:22,Bireysel,Giyim,81.57,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.4,İstanbul,2025-12-22,22,Monday,51
1143,2025-12-22 22:46:15,Bireysel,Giyim,212.63,Havale,Express Lojistik,4,Tamamlandı,4.0,Ankara,2025-12-22,22,Monday,51
8702,2025-12-22 22:52:28,Bireysel,Ev & Yaşam,261.79,Kredi Kartı,Hızlı Kargo,4,Tamamlandı,4.2,İzmir,2025-12-22,22,Monday,51
5219,2025-12-22 22:52:52,Bireysel,Spor,262.71,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.8,Diğer Şehirler,2025-12-22,22,Monday,51
3746,2025-12-22 22:55:49,Bireysel,Elektronik,20.0,Kredi Kartı,Süper Kargo,3,İptal,2.3,Diğer Şehirler,2025-12-22,22,Monday,51
9690,2025-12-22 22:56:45,Bireysel,Elektronik,20.0,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,4.5,İstanbul,2025-12-22,22,Monday,51
6571,2025-12-22 22:57:37,Bireysel,Elektronik,1056.7,Havale,Hızlı Kargo,1,Tamamlandı,4.8,İstanbul,2025-12-22,22,Monday,51
7241,2025-12-22 23:00:53,Bireysel,Elektronik,671.5,Havale,Express Lojistik,2,Tamamlandı,4.3,İstanbul,2025-12-22,23,Monday,51
5621,2025-12-22 23:02:13,Bireysel,Spor,340.7,Kredi Kartı,Süper Kargo,4,Tamamlandı,4.2,İstanbul,2025-12-22,23,Monday,51
5062,2025-12-22 23:21:52,Bireysel,Spor,168.01,Kredi Kartı,Hızlı Kargo,2,Tamamlandı,5.0,İzmir,2025-12-22,23,Monday,51
4490,2025-12-22 23:26:13,Bireysel,Spor,229.03,Havale,Süper Kargo,2,Tamamlandı,4.2,İstanbul,2025-12-22,23,Monday,51
5592,2025-12-22 23:28:07,Bireysel,Elektronik,2032.4,Kapıda Ödeme,Hızlı Kargo,3,Tamamlandı,4.6,İstanbul,2025-12-22,23,Monday,51
1544,2025-12-22 23:28:46,Bireysel,Giyim,268.02,Havale,Hızlı Kargo,2,Tamamlandı,4.5,İstanbul,2025-12-22,23,Monday,51
5305,2025-12-22 23:30:01,Kurumsal,Elektronik,1096.32,Kredi Kartı,Express Lojistik,3,Tamamlandı,4.2,İstanbul,2025-12-22,23,Monday,51
11646,2025-12-22 23:31:32,Kurumsal,Ev & Yaşam,352.85,Kapıda Ödeme,Hızlı Kargo,2,Tamamlandı,4.5,İstanbul,2025-12-22,23,Monday,51
1230,2025-12-22 23:33:58,Bireysel,Giyim,78.79,Havale,Süper Kargo,3,Tamamlandı,4.1,Ankara,2025-12-22,23,Monday,51
6217,2025-12-22 23:36:42,Bireysel,Elektronik,20.0,Kredi Kartı,Süper Kargo,3,Tamamlandı,4.6,Diğer Şehirler,2025-12-22,23,Monday,51
10605,2025-12-22 23:41:23,Bireysel,Giyim,117.33,Kapıda Ödeme,Süper Kargo,3,Tamamlandı,4.6,Ankara,2025-12-22,23,Monday,51
6560,2025-12-22 23:45:43,Bireysel,Ev & Yaşam,20.0,Kredi Kartı,Express Lojistik,4,Tamamlandı,4.8,İzmir,2025-12-22,23,Monday,51
5468,2025-12-22 23:46:11,Bireysel,Elektronik,489.12,Kredi Kartı,Express Lojistik,1,Tamamlandı,5.0,İstanbul,2025-12-22,23,Monday,51
4241,2025-12-22 23:53:18,Kurumsal,Elektronik,20.0,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.4,Ankara,2025-12-22,23,Monday,51
4004,2025-12-22 23:56:14,Kurumsal,Elektronik,2964.81,Kapıda Ödeme,Hızlı Kargo,2,Tamamlandı,4.8,Ankara,2025-12-22,23,Monday,51
3014,2025-12-23 00:12:55,Bireysel,Ev & Yaşam,20.0,Kredi Kartı,Hızlı Kargo,3,Tamamlandı,4.9,Diğer Şehirler,2025-12-23,0,Tuesday,51
