rezervasyon_id,tarih_saat,musteri_tipi,cadir_tipi,yas_grubu,odeme_yontemi,sezon,konaklama_gece,toplam_tutar,checkin_sure_dk,memnuniyet_puan,ekstra_kahvalti,ekstra_somine,ekstra_aktivite,onceki_ziyaret,ek_harcama
RZV12960,2024-10-17 22:38:00,Arkadaş Grubu,Standart,26-35,Kredi Kartı,Sonbahar,4,8726.76,13,3.7,True,False,False,1,718.13
RZV12961,2024-10-17 22:50:00,Aile,Standart,46-60,Kredi Kartı,Sonbahar,3,5812.57,10,3.8,False,False,True,4,643.19
RZV12962,2024-10-17 22:54:00,Arkadaş Grubu,Standart,26-35,Online Ödeme,Sonbahar,2,4332.06,9,3.6,True,False,False,2,866.22
RZV12963,2024-10-17 22:56:00,Arkadaş Grubu,Royal,60+,Nakit,Sonbahar,4,10332.15,17,4.1,True,False,False,0,1121.41
RZV12964,2024-10-18 10:02:00,Aile,Royal,18-25,Kredi Kartı,Sonbahar,3,8162.84,12,4.1,True,True,False,3,1290.48
RZV12965,2024-10-18 10:02:00,Çift,Lüks,36-45,Kredi Kartı,Sonbahar,2,6992.26,12,4.3,False,False,False,0,1306.46
RZV12966,2024-10-18 10:15:00,Çift,Standart,26-35,Kredi Kartı,Sonbahar,2,4122.49,8,3.9,False,True,False,0,798.64
RZV12967,2024-10-18 10:20:00,Arkadaş Grubu,Standart,26-35,Kredi Kartı,Sonbahar,3,5752.97,27,3.8,True,False,False,0,906.23
RZV12968,2024-10-18 10:41:00,Aile,Royal,36-45,Kredi Kartı,Sonbahar,5,15187.87,23,4.3,True,False,False,1,1698.79
RZV12969,2024-10-18 10:48:00,Çift,Royal,26-35,Kredi Kartı,Sonbahar,3,9077.87,11,4.7,True,False,True,1,1773.98
RZV12970,2024-10-18 10:57:00,Çift,Lüks,36-45,Kredi Kartı,Sonbahar,2,7419.07,8,5.0,True,True,False,1,1978.93
RZV12971,2024-10-18 11:04:00,Çift,Lüks,36-45,Kredi Kartı,Sonbahar,3,9690.16,9,4.7,True,True,False,0,1342.28
RZV12972,2024-10-18 11:09:00,Çift,Royal,26-35,Kredi Kartı,Sonbahar,4,10255.37,6,4.3,False,True,False,0,1531.2
RZV12973,2024-10-18 11:19:00,Çift,Royal,18-25,Online Ödeme,Sonbahar,4,11195.81,11,4.7,True,True,True,0,1750.14
RZV12974,2024-10-18 11:22:00,Aile,Standart,26-35,Kredi Kartı,Sonbahar,4,8424.55,13,4.0,False,True,False,4,738.94
RZV12975,2024-10-18 11:52:00,Çift,Royal,36-45,Kredi Kartı,Sonbahar,4,10356.05,9,4.4,True,True,False,3,1655.68
RZV12976,2024-10-18 12:49:00,Çift,Lüks,18-25,Kredi Kartı,Sonbahar,3,10797.02,13,4.2,True,False,False,1,1214.96
RZV12977,2024-10-18 12:59:00,Aile,Lüks,26-35,Kredi Kartı,Sonbahar,3,10558.5,13,4.6,True,True,False,0,1421.42
RZV12978,2024-10-18 13:25:00,Arkadaş Grubu,Standart,18-25,Kredi Kartı,Sonbahar,2,4180.79,5,3.8,True,False,True,0,851.01
RZV12979,2024-10-18 13:38:00,Çift,Royal,36-45,Online Ödeme,Sonbahar,2,5527.62,16,3.9,True,False,True,1,1108.0
RZV12980,2024-10-18 14:24:00,Aile,Ekonomik,36-45,Kredi Kartı,Sonbahar,5,7789.94,33,3.8,False,False,False,0,507.89
RZV12981,2024-10-18 14:47:00,Arkadaş Grubu,Standart,36-45,Kredi Kartı,Sonbahar,2,3727.69,43,3.4,True,True,False,3,669.47
RZV12982,2024-10-18 15:03:00,Çift,Standart,26-35,Kredi Kartı,Sonbahar,3,5657.51,53,3.1,True,False,False,0,1036.9
RZV12983,2024-10-18 15:11:00,Aile,Royal,26-35,Kredi Kartı,Sonbahar,3,9077.6,15,4.9,True,False,True,0,1131.69
RZV12984,2024-10-18 15:20:00,Arkadaş Grubu,Royal,26-35,Kredi Kartı,Sonbahar,4,10817.8,34,3.7,True,False,False,0,1543.12
RZV12985,2024-10-18 15:28:00,Çift,Ekonomik,36-45,Kredi Kartı,Sonbahar,2,3291.3,21,3.2,True,False,True,1,455.62
RZV12986,2024-10-18 16:15:00,Çift,Standart,36-45,Havale,Sonbahar,4,7273.93,18,3.8,True,True,False,2,1323.65
RZV12987,2024-10-18 16:37:00,Arkadaş Grubu,Ekonomik,26-35,Kredi Kartı,Sonbahar,4,5995.05,24,3.6,False,False,False,7,506.51
RZV12988,2024-10-18 16:37:00,Çift,Lüks,26-35,Kredi Kartı,Sonbahar,2,6754.98,27,4.4,True,True,False,0,1481.28
RZV12989,2024-10-18 16:49:00,Çift,Standart,26-35,Kredi Kartı,Sonbahar,2,4396.77,29,4.0,True,True,True,0,652.03
RZV12990,2024-10-18 16:50:00,Aile,Royal,26-35,Kredi Kartı,Sonbahar,3,9223.26,53,3.6,True,False,True,2,1472.53
RZV12991,2024-10-18 16:51:00,Arkadaş Grubu,Standart,36-45,Online Ödeme,Sonbahar,4,7576.39,17,3.5,False,False,False,1,734.83
RZV12992,2024-10-18 17:00:00,Aile,Lüks,26-35,Nakit,Sonbahar,4,13348.32,23,5.0,True,True,True,6,2229.45
RZV12993,2024-10-18 17:10:00,Çift,Lüks,36-45,Kredi Kartı,Sonbahar,2,7349.54,27,4.6,True,False,True,0,1699.64
RZV12994,2024-10-18 17:18:00,Çift,Royal,46-60,Online Ödeme,Sonbahar,2,6036.44,36,3.7,True,False,True,4,1112.42
RZV12995,2024-10-18 17:24:00,Aile,Royal,46-60,Online Ödeme,Sonbahar,4,11566.68,37,4.0,True,True,False,2,1328.9
RZV12996,2024-10-18 17:30:00,Aile,Standart,26-35,Online Ödeme,Sonbahar,7,15021.19,16,3.6,False,False,False,0,1154.58
RZV12997,2024-10-18 17:41:00,Arkadaş Grubu,Royal,26-35,Havale,Sonbahar,3,7666.33,16,3.8,True,True,False,8,1479.39
RZV12998,2024-10-18 17:42:00,Çift,Lüks,18-25,Nakit,Sonbahar,4,14393.48,22,4.4,True,True,True,0,1851.56
RZV12999,2024-10-18 18:53:00,Aile,Standart,36-45,Kredi Kartı,Sonbahar,4,8320.27,17,3.5,True,True,False,1,1059.83
RZV13000,2024-10-18 19:04:00,Aile,Royal,26-35,Havale,Sonbahar,3,7879.74,20,4.2,True,False,False,0,1088.47
RZV13001,2024-10-18 19:12:00,Çift,Royal,36-45,Online Ödeme,Sonbahar,4,11822.65,14,4.3,False,False,True,0,1460.02
RZV13002,2024-10-18 19:18:00,Çift,Royal,36-45,Havale,Sonbahar,2,6097.58,10,4.0,True,True,False,0,1045.05
RZV13003,2024-10-18 19:28:00,Çift,Lüks,26-35,Nakit,Sonbahar,4,15114.31,7,4.5,True,True,False,2,2196.68
RZV13004,2024-10-18 19:37:00,Aile,Lüks,26-35,Kredi Kartı,Sonbahar,4,13285.91,15,4.6,True,False,False,0,1791.25
RZV13005,2024-10-18 19:39:00,Arkadaş Grubu,Royal,26-35,Kredi Kartı,Sonbahar,2,5402.87,7,4.0,True,True,False,0,969.39
RZV13006,2024-10-18 19:47:00,Aile,Ekonomik,36-45,Nakit,Sonbahar,4,5999.53,14,3.2,True,False,False,1,339.1
RZV13007,2024-10-18 20:02:00,Aile,Standart,46-60,Nakit,Sonbahar,7,13043.41,7,3.5,False,False,False,1,1263.12
RZV13008,2024-10-18 20:21:00,Aile,Royal,18-25,Kredi Kartı,Sonbahar,7,21379.5,19,4.6,False,True,False,6,2108.54
RZV13009,2024-10-18 20:29:00,Çift,Royal,36-45,Online Ödeme,Sonbahar,2,5220.99,11,3.8,True,True,True,4,1494.57
RZV13010,2024-10-18 20:30:00,Aile,Standart,26-35,Kredi Kartı,Sonbahar,3,6313.71,6,3.8,False,True,False,1,621.46
RZV13011,2024-10-18 20:32:00,Aile,Lüks,26-35,Online Ödeme,Sonbahar,4,13556.0,6,4.5,True,False,True,1,2613.36
RZV13012,2024-10-18 21:40:00,Çift,Lüks,18-25,Kredi Kartı,Sonbahar,3,10654.81,15,4.5,True,True,False,3,2068.32
RZV13013,2024-10-18 21:43:00,Çift,Standart,26-35,Online Ödeme,Sonbahar,3,5456.61,12,3.9,True,False,False,0,851.4
RZV13014,2024-10-18 21:43:00,Çift,Standart,60+,Online Ödeme,Sonbahar,2,3764.01,6,3.7,False,True,False,0,564.28
RZV13015,2024-10-18 21:50:00,Çift,Royal,26-35,Kredi Kartı,Sonbahar,4,11075.44,8,4.1,True,True,True,1,2119.42
RZV13016,2024-10-18 21:59:00,Arkadaş Grubu,Royal,26-35,Havale,Sonbahar,3,8697.68,7,3.8,True,True,True,1,2080.07
RZV13017,2024-10-18 22:07:00,Arkadaş Grubu,Lüks,26-35,Havale,Sonbahar,4,14777.17,11,4.5,True,True,True,1,2766.32
RZV13018,2024-10-18 22:48:00,Çift,Standart,26-35,Online Ödeme,Sonbahar,3,5436.17,7,3.9,True,False,True,0,747.33
RZV13019,2024-10-19 10:08:00,Çift,Standart,18-25,Online Ödeme,Sonbahar,2,3721.99,12,3.7,True,True,False,2,604.38
RZV13020,2024-10-19 10:15:00,Çift,Standart,36-45,Kredi Kartı,Sonbahar,4,8367.67,10,4.2,False,True,True,2,1082.78
RZV13021,2024-10-19 10:18:00,Çift,Ekonomik,36-45,Kredi Kartı,Sonbahar,3,4781.75,10,3.2,True,False,True,1,617.22
RZV13022,2024-10-19 10:47:00,Aile,Lüks,26-35,Online Ödeme,Sonbahar,5,16578.0,17,4.4,True,True,True,1,2323.33
RZV13023,2024-10-19 11:29:00,Çift,Royal,26-35,Nakit,Sonbahar,4,10594.42,8,4.3,True,True,False,8,1762.93
RZV13024,2024-10-19 12:00:00,Arkadaş Grubu,Royal,46-60,Kredi Kartı,Sonbahar,3,7707.89,20,4.8,True,False,False,0,1122.64
RZV13025,2024-10-19 12:11:00,Tek Kişi,Lüks,26-35,Nakit,Sonbahar,1,3255.21,13,4.4,True,True,True,1,977.84
RZV13026,2024-10-19 12:38:00,Çift,Lüks,26-35,Kredi Kartı,Sonbahar,2,6311.22,11,4.6,True,True,False,0,1474.23
RZV13027,2024-10-19 13:02:00,Çift,Lüks,46-60,Online Ödeme,Sonbahar,2,7125.76,21,4.1,True,True,True,1,1344.62
RZV13028,2024-10-19 13:27:00,Çift,Lüks,46-60,Kredi Kartı,Sonbahar,2,7565.45,11,4.2,True,True,True,5,1859.28
RZV13029,2024-10-19 14:40:00,Çift,Lüks,36-45,Kredi Kartı,Sonbahar,2,6509.41,16,5.0,True,True,False,1,1970.63
RZV13030,2024-10-19 15:14:00,Çift,Ekonomik,26-35,Online Ödeme,Sonbahar,2,3150.87,20,3.7,True,False,False,3,322.86
RZV13031,2024-10-19 16:02:00,Arkadaş Grubu,Standart,36-45,Kredi Kartı,Sonbahar,2,4058.93,47,3.4,True,True,False,1,748.39
RZV13032,2024-10-19 16:40:00,Arkadaş Grubu,Royal,36-45,Kredi Kartı,Sonbahar,2,6092.71,12,4.5,True,False,False,3,819.1
RZV13033,2024-10-19 16:48:00,Aile,Royal,46-60,Online Ödeme,Sonbahar,4,11867.79,14,4.4,True,True,True,0,2130.45
RZV13034,2024-10-19 16:50:00,Arkadaş Grubu,Royal,18-25,Kredi Kartı,Sonbahar,2,5995.06,36,3.8,False,True,False,0,1224.66
RZV13035,2024-10-19 16:50:00,Çift,Royal,36-45,Havale,Sonbahar,2,5755.84,15,3.9,False,True,False,0,976.4
RZV13036,2024-10-19 16:55:00,Arkadaş Grubu,Royal,46-60,Online Ödeme,Sonbahar,3,8923.04,16,3.9,True,False,False,2,1344.98
RZV13037,2024-10-19 16:56:00,Aile,Standart,36-45,Nakit,Sonbahar,4,7761.39,26,3.9,True,False,False,1,1208.64
RZV13038,2024-10-19 17:10:00,Aile,Ekonomik,26-35,Online Ödeme,Sonbahar,4,5650.82,18,3.9,True,True,False,0,421.44
RZV13039,2024-10-19 17:17:00,Tek Kişi,Royal,26-35,Kredi Kartı,Sonbahar,1,3031.01,60,4.4,True,True,False,0,993.9
RZV13040,2024-10-19 17:29:00,Arkadaş Grubu,Royal,36-45,Kredi Kartı,Sonbahar,4,11724.91,26,3.8,True,True,True,1,1638.27
RZV13041,2024-10-19 17:53:00,Aile,Lüks,26-35,Havale,Sonbahar,4,12853.97,33,4.1,True,True,False,2,1758.9
RZV13042,2024-10-19 18:20:00,Aile,Standart,26-35,Kredi Kartı,Sonbahar,4,8587.06,16,4.1,False,False,False,1,945.86
RZV13043,2024-10-19 18:27:00,Aile,Standart,18-25,Kredi Kartı,Sonbahar,7,13576.93,11,3.4,True,True,False,0,1530.24
RZV13044,2024-10-19 18:59:00,Aile,Royal,18-25,Havale,Sonbahar,5,13435.18,14,4.3,True,True,False,1,1865.82
RZV13045,2024-10-19 18:59:00,Çift,Standart,18-25,Kredi Kartı,Sonbahar,2,4098.65,13,3.8,False,False,False,3,552.81
RZV13046,2024-10-19 19:11:00,Çift,Royal,18-25,Kredi Kartı,Sonbahar,3,8515.25,9,4.2,True,False,True,4,1457.46
RZV13047,2024-10-19 19:39:00,Çift,Ekonomik,18-25,Havale,Sonbahar,2,3022.95,6,4.1,True,True,False,0,287.59
RZV13048,2024-10-19 20:29:00,Çift,Standart,18-25,Havale,Sonbahar,3,5705.85,13,3.8,True,False,False,2,991.31
RZV13049,2024-10-19 20:42:00,Aile,Royal,36-45,Havale,Sonbahar,7,21402.31,11,4.1,True,True,False,0,1642.55
RZV13050,2024-10-19 20:49:00,Çift,Royal,60+,Kredi Kartı,Sonbahar,3,9156.2,9,4.8,True,False,True,5,1170.83
RZV13051,2024-10-19 21:23:00,Çift,Ekonomik,26-35,Kredi Kartı,Sonbahar,4,5404.99,7,3.8,True,False,True,1,551.66
RZV13052,2024-10-19 21:24:00,Çift,Lüks,36-45,Online Ödeme,Sonbahar,2,6772.96,7,4.7,True,True,True,1,2298.42
RZV13053,2024-10-19 21:35:00,Tek Kişi,Ekonomik,36-45,Nakit,Sonbahar,2,2727.33,6,2.8,False,True,False,0,249.84
RZV13054,2024-10-19 21:38:00,Çift,Royal,36-45,Kredi Kartı,Sonbahar,3,8988.42,9,4.5,True,False,True,1,1746.3
RZV13055,2024-10-19 21:47:00,Çift,Standart,26-35,Kredi Kartı,Sonbahar,2,4309.21,5,3.7,False,True,False,2,678.9
RZV13056,2024-10-19 22:49:00,Çift,Standart,46-60,Nakit,Sonbahar,3,6021.96,6,4.0,False,False,False,2,860.64
RZV13057,2024-10-19 22:58:00,Çift,Standart,26-35,Nakit,Sonbahar,2,4271.74,16,3.7,True,False,False,2,602.82
RZV13058,2024-10-20 10:10:00,Arkadaş Grubu,Standart,26-35,Kredi Kartı,Sonbahar,2,4162.69,11,3.4,True,True,True,0,1009.65
RZV13059,2024-10-20 10:23:00,Çift,Standart,26-35,Nakit,Sonbahar,4,7999.32,11,3.9,True,False,False,0,1075.54
RZV13060,2024-10-20 10:23:00,Çift,Royal,26-35,Kredi Kartı,Sonbahar,2,5447.47,11,4.3,True,True,True,1,1200.31
RZV13061,2024-10-20 10:32:00,Çift,Standart,18-25,Havale,Sonbahar,3,5719.47,8,3.6,True,False,True,1,846.35
RZV13062,2024-10-20 11:07:00,Aile,Lüks,36-45,Kredi Kartı,Sonbahar,3,9994.8,15,4.6,True,True,False,2,2100.67
RZV13063,2024-10-20 11:14:00,Çift,Lüks,26-35,Kredi Kartı,Sonbahar,2,7086.89,9,4.6,True,True,False,3,1106.74
RZV13064,2024-10-20 11:23:00,Aile,Royal,36-45,Kredi Kartı,Sonbahar,7,18293.89,7,3.7,True,False,True,5,1868.8
RZV13065,2024-10-20 11:27:00,Çift,Ekonomik,26-35,Havale,Sonbahar,2,2804.88,9,3.4,True,False,False,1,332.42
RZV13066,2024-10-20 11:35:00,Aile,Ekonomik,18-25,Havale,Sonbahar,4,5412.47,18,3.2,True,False,False,6,347.63
RZV13067,2024-10-20 11:41:00,Çift,Royal,36-45,Nakit,Sonbahar,3,8590.39,6,4.1,True,False,False,8,1191.22
RZV13068,2024-10-20 11:45:00,Aile,Lüks,36-45,Kredi Kartı,Sonbahar,4,15384.16,8,4.4,True,False,False,1,1647.07
RZV13069,2024-10-20 12:05:00,Çift,Ekonomik,36-45,Online Ödeme,Sonbahar,4,6467.06,16,3.2,True,False,True,0,422.64
RZV13070,2024-10-20 12:17:00,Çift,Royal,26-35,Kredi Kartı,Sonbahar,3,8745.56,6,4.8,True,True,False,1,1184.5
RZV13071,2024-10-20 12:33:00,Aile,Royal,26-35,Online Ödeme,Sonbahar,4,11839.58,6,4.3,True,True,False,2,1632.73
RZV13072,2024-10-20 13:00:00,Arkadaş Grubu,Standart,18-25,Kredi Kartı,Sonbahar,4,7866.96,9,3.5,False,False,False,0,623.84
RZV13073,2024-10-20 13:02:00,Çift,Lüks,18-25,Havale,Sonbahar,2,6717.31,6,4.4,False,True,False,1,1313.86
RZV13074,2024-10-20 13:05:00,Aile,Lüks,26-35,Nakit,Sonbahar,4,13632.16,9,4.5,True,False,False,0,1549.85
RZV13075,2024-10-20 13:10:00,Çift,Lüks,46-60,Online Ödeme,Sonbahar,4,12827.98,7,4.3,True,True,False,2,1724.16
RZV13076,2024-10-20 13:37:00,Çift,Royal,36-45,Online Ödeme,Sonbahar,3,8624.78,7,3.4,True,True,True,1,1808.04
RZV13077,2024-10-20 14:05:00,Aile,Standart,36-45,Kredi Kartı,Sonbahar,5,9349.73,25,3.5,True,False,True,0,1007.49
RZV13078,2024-10-20 14:50:00,Aile,Ekonomik,36-45,Nakit,Sonbahar,4,6315.45,16,3.9,False,False,False,1,295.27
RZV13079,2024-10-20 14:52:00,Aile,Lüks,26-35,Kredi Kartı,Sonbahar,5,16414.92,29,5.0,True,True,False,0,2219.56
RZV13080,2024-10-20 15:09:00,Aile,Royal,18-25,Havale,Sonbahar,7,18534.25,52,4.1,True,True,False,2,2611.53
RZV13081,2024-10-20 15:28:00,Aile,Standart,26-35,Online Ödeme,Sonbahar,3,6548.77,15,3.9,True,True,False,6,677.59
RZV13082,2024-10-20 15:30:00,Arkadaş Grubu,Lüks,18-25,Online Ödeme,Sonbahar,2,6447.55,16,4.4,True,False,False,0,1604.17
RZV13083,2024-10-20 15:31:00,Aile,Royal,18-25,Online Ödeme,Sonbahar,4,11197.41,16,4.4,True,True,True,0,1755.47
RZV13084,2024-10-20 15:32:00,Çift,Royal,60+,Kredi Kartı,Sonbahar,3,7665.31,18,4.3,True,False,False,3,941.13
RZV13085,2024-10-20 16:11:00,Çift,Lüks,26-35,Kredi Kartı,Sonbahar,2,6426.55,27,4.5,True,True,True,0,1429.64
RZV13086,2024-10-20 16:26:00,Tek Kişi,Standart,36-45,Havale,Sonbahar,1,2053.4,43,4.1,True,True,False,0,477.55
RZV13087,2024-10-20 16:37:00,Aile,Standart,18-25,Kredi Kartı,Sonbahar,4,8209.16,28,4.1,True,True,False,0,1006.69
RZV13088,2024-10-20 16:57:00,Aile,Standart,18-25,Online Ödeme,Sonbahar,7,13140.74,19,3.7,True,False,False,1,1352.25
RZV13089,2024-10-20 17:05:00,Arkadaş Grubu,Standart,36-45,Kredi Kartı,Sonbahar,3,6446.98,15,3.9,False,False,False,1,787.56
RZV13090,2024-10-20 17:40:00,Aile,Standart,46-60,Online Ödeme,Sonbahar,4,8323.5,34,3.7,True,False,False,5,949.16
RZV13091,2024-10-20 18:00:00,Çift,Lüks,60+,Online Ödeme,Sonbahar,2,6720.85,15,4.2,True,False,False,2,1329.47
RZV13092,2024-10-20 18:18:00,Aile,Royal,26-35,Kredi Kartı,Sonbahar,4,10636.39,6,4.1,False,True,True,1,1869.14
RZV13093,2024-10-20 20:10:00,Çift,Royal,36-45,Kredi Kartı,Sonbahar,2,5884.8,14,3.9,True,False,False,1,788.36
RZV13094,2024-10-20 20:25:00,Arkadaş Grubu,Lüks,26-35,Kredi Kartı,Sonbahar,2,7327.07,11,3.8,True,True,False,0,1794.49
RZV13095,2024-10-20 20:26:00,Aile,Lüks,36-45,Online Ödeme,Sonbahar,7,22779.28,10,4.4,False,False,False,0,1484.42
RZV13096,2024-10-20 20:38:00,Aile,Lüks,26-35,Havale,Sonbahar,7,23761.02,10,4.8,True,False,True,3,2478.77
RZV13097,2024-10-20 21:26:00,Çift,Royal,18-25,Havale,Sonbahar,2,5282.68,12,4.3,True,False,True,1,1163.38
RZV13098,2024-10-20 21:29:00,Çift,Royal,26-35,Kredi Kartı,Sonbahar,2,5369.44,10,4.7,True,True,False,0,1126.23
RZV13099,2024-10-21 10:21:00,Çift,Standart,26-35,Kredi Kartı,Sonbahar,2,3830.05,7,4.4,True,False,True,7,591.82
RZV13100,2024-10-21 11:30:00,Tek Kişi,Standart,26-35,Kredi Kartı,Sonbahar,1,2190.41,7,4.0,True,True,False,1,541.28
RZV13101,2024-10-21 11:31:00,Aile,Royal,46-60,Kredi Kartı,Sonbahar,3,8820.36,7,4.2,True,True,False,3,1597.64
RZV13102,2024-10-21 11:48:00,Arkadaş Grubu,Standart,36-45,Kredi Kartı,Sonbahar,2,4224.04,8,4.1,True,True,False,0,597.1
RZV13103,2024-10-21 12:04:00,Çift,Lüks,26-35,Kredi Kartı,Sonbahar,2,6688.39,7,4.4,False,False,True,2,1176.02
RZV13104,2024-10-21 12:18:00,Tek Kişi,Standart,46-60,Nakit,Sonbahar,2,3600.42,12,3.7,False,False,False,2,662.51
RZV13105,2024-10-21 12:41:00,Arkadaş Grubu,Standart,36-45,Havale,Sonbahar,3,5469.79,9,3.4,True,False,True,4,1264.47
RZV13106,2024-10-21 12:47:00,Aile,Lüks,36-45,Kredi Kartı,Sonbahar,4,14148.4,8,4.8,True,True,True,1,2098.04
RZV13107,2024-10-21 13:01:00,Aile,Lüks,26-35,Kredi Kartı,Sonbahar,4,13399.35,8,4.6,True,False,True,3,2026.34
RZV13108,2024-10-21 13:01:00,Çift,Royal,36-45,Kredi Kartı,Sonbahar,4,10512.22,31,4.1,True,True,False,7,1475.69
RZV13109,2024-10-21 13:14:00,Çift,Lüks,18-25,Nakit,Sonbahar,4,12738.99,12,4.6,True,True,False,0,1973.08
RZV13110,2024-10-21 13:47:00,Arkadaş Grubu,Lüks,36-45,Kredi Kartı,Sonbahar,2,7526.23,9,4.6,True,True,False,1,1465.98
RZV13111,2024-10-21 14:14:00,Çift,Lüks,36-45,Kredi Kartı,Sonbahar,2,7140.18,21,4.1,True,True,True,1,1301.86
RZV13112,2024-10-21 14:50:00,Aile,Royal,26-35,Online Ödeme,Sonbahar,4,10320.52,24,4.5,True,False,True,2,2024.38
RZV13113,2024-10-21 15:22:00,Çift,Royal,18-25,Kredi Kartı,Sonbahar,2,5898.37,39,3.9,True,True,True,8,1150.43
RZV13114,2024-10-21 15:51:00,Tek Kişi,Lüks,18-25,Kredi Kartı,Sonbahar,1,3679.08,28,4.6,True,False,False,0,1142.37
RZV13115,2024-10-21 16:06:00,Aile,Royal,26-35,Nakit,Sonbahar,4,10728.26,32,3.6,True,False,True,2,1242.95
RZV13116,2024-10-21 16:11:00,Arkadaş Grubu,Standart,46-60,Online Ödeme,Sonbahar,3,5626.11,29,3.5,True,False,False,1,1077.69
RZV13117,2024-10-21 16:11:00,Tek Kişi,Lüks,26-35,Kredi Kartı,Sonbahar,1,3719.79,27,4.6,True,True,True,0,1238.42
RZV13118,2024-10-21 16:28:00,Aile,Lüks,46-60,Nakit,Sonbahar,4,13522.78,19,4.7,True,True,True,1,2660.26
RZV13119,2024-10-21 17:33:00,Arkadaş Grubu,Lüks,60+,Kredi Kartı,Sonbahar,4,14972.8,14,4.9,True,False,False,5,1397.52
RZV13120,2024-10-21 17:35:00,Arkadaş Grubu,Lüks,36-45,Online Ödeme,Sonbahar,2,6361.11,17,4.3,True,True,False,0,1424.84
RZV13121,2024-10-21 17:35:00,Çift,Ekonomik,46-60,Online Ödeme,Sonbahar,3,4499.36,15,3.1,True,True,False,5,361.84
RZV13122,2024-10-21 17:56:00,Çift,Standart,26-35,Kredi Kartı,Sonbahar,2,3743.68,31,4.2,True,False,False,0,784.05
RZV13123,2024-10-21 18:10:00,Aile,Lüks,26-35,Kredi Kartı,Sonbahar,3,10861.29,11,4.9,False,False,False,0,1799.35
RZV13124,2024-10-21 18:28:00,Aile,Lüks,36-45,Online Ödeme,Sonbahar,4,15392.2,10,4.5,False,True,False,0,1548.48
RZV13125,2024-10-21 18:30:00,Arkadaş Grubu,Lüks,26-35,Online Ödeme,Sonbahar,2,6877.52,16,4.6,True,False,False,4,990.76
RZV13126,2024-10-21 18:55:00,Çift,Ekonomik,26-35,Havale,Sonbahar,2,2760.19,9,3.3,True,True,False,1,272.94
RZV13127,2024-10-21 19:04:00,Arkadaş Grubu,Standart,26-35,Kredi Kartı,Sonbahar,2,3854.14,14,3.4,True,False,False,0,616.81
RZV13128,2024-10-21 19:07:00,Çift,Royal,36-45,Kredi Kartı,Sonbahar,3,9057.73,11,4.6,False,True,True,3,1558.79
RZV13129,2024-10-21 19:09:00,Çift,Standart,36-45,Kredi Kartı,Sonbahar,3,6318.91,10,4.2,True,False,False,0,916.98
RZV13130,2024-10-21 19:15:00,Çift,Lüks,46-60,Nakit,Sonbahar,2,6625.1,12,4.2,True,True,False,0,1688.75
RZV13131,2024-10-21 19:16:00,Aile,Ekonomik,26-35,Nakit,Sonbahar,4,6544.32,12,3.5,True,False,False,2,599.44
RZV13132,2024-10-21 19:27:00,Aile,Standart,26-35,Kredi Kartı,Sonbahar,3,6146.63,9,3.7,True,False,True,2,966.01
RZV13133,2024-10-21 20:34:00,Çift,Ekonomik,36-45,Online Ödeme,Sonbahar,3,4201.24,6,2.9,True,False,False,0,392.73
RZV13134,2024-10-21 20:46:00,Aile,Royal,18-25,Kredi Kartı,Sonbahar,4,11362.0,11,4.1,True,True,False,0,1635.5
RZV13135,2024-10-21 20:52:00,Arkadaş Grubu,Royal,26-35,Kredi Kartı,Sonbahar,3,8318.15,15,4.4,True,False,False,0,1612.8
RZV13136,2024-10-21 21:00:00,Aile,Lüks,18-25,Nakit,Sonbahar,7,26066.52,11,4.2,True,True,True,0,3718.43
RZV13137,2024-10-21 21:05:00,Arkadaş Grubu,Standart,18-25,Kredi Kartı,Sonbahar,4,7750.66,7,3.6,True,True,False,0,1212.33
RZV13138,2024-10-21 21:21:00,Çift,Standart,26-35,Online Ödeme,Sonbahar,2,4299.98,9,3.7,True,False,False,4,629.56
RZV13139,2024-10-21 21:22:00,Çift,Royal,36-45,Kredi Kartı,Sonbahar,4,11898.81,11,4.3,True,True,True,0,2464.29
RZV13140,2024-10-21 21:23:00,Çift,Lüks,18-25,Kredi Kartı,Sonbahar,2,7244.44,13,4.5,True,True,False,0,1854.73
RZV13141,2024-10-21 21:38:00,Çift,Standart,36-45,Online Ödeme,Sonbahar,4,7613.77,12,4.1,True,True,False,1,1055.73
RZV13142,2024-10-21 21:56:00,Aile,Royal,26-35,Online Ödeme,Sonbahar,3,9190.15,14,4.1,True,False,False,1,1551.41
RZV13143,2024-10-21 22:07:00,Tek Kişi,Royal,26-35,Kredi Kartı,Sonbahar,1,2827.25,8,4.5,True,True,False,2,759.91
RZV13144,2024-10-21 22:17:00,Aile,Standart,46-60,Nakit,Sonbahar,3,6489.02,9,3.6,True,False,False,1,823.48
RZV13145,2024-10-21 22:28:00,Aile,Standart,36-45,Nakit,Sonbahar,3,5658.88,18,3.7,True,False,True,0,1095.43
RZV13146,2024-10-21 22:43:00,Aile,Lüks,36-45,Kredi Kartı,Sonbahar,5,19191.82,12,4.2,True,True,False,1,2588.77
RZV13147,2024-10-22 10:03:00,Aile,Ekonomik,18-25,Kredi Kartı,Sonbahar,7,11163.72,7,3.6,True,False,False,0,596.92
RZV13148,2024-10-22 10:09:00,Aile,Royal,60+,Kredi Kartı,Sonbahar,4,12206.27,9,4.0,True,True,False,0,1620.35
