EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
9502,50,No,Non-Travel,585,Research & Development,8,3,Human Resources,1.0,4,Female,80,2,Manager,2,Married,12877.0,6,No,19,3,3,80,1,32,2,2,1,0,1,1
9503,38,No,Travel_Rarely,407,Research & Development,14,3,Human Resources,1.0,2,Male,55,3,Laboratory Technician,3,Divorced,8954.0,4,No,15,3,4,80,1,20,3,2,2,2,0,0
9504,26,No,Travel_Frequently,575,Research & Development,6,4,Life Sciences,1.0,3,Male,79,3,Manufacturing Director,3,Divorced,12670.0,4,Yes,22,3,3,80,0,8,2,1,0,0,0,0
9505,55,No,Travel_Frequently,524,Sales,7,4,Marketing,1.0,2,Female,72,3,Sales Representative,4,Divorced,11548.0,8,No,15,4,1,80,2,37,3,3,15,7,1,2
9506,46,No,Travel_Rarely,571,Research & Development,17,3,Life Sciences,1.0,4,Female,78,4,Manager,4,Single,12576.0,7,No,14,4,4,80,2,28,2,3,4,0,4,4
9507,35,No,Travel_Rarely,433,Sales,11,4,Medical,1.0,4,Male,59,3,Sales Representative,3,Divorced,9541.0,2,No,15,3,2,80,1,17,2,4,15,11,3,12
9508,44,No,Travel_Rarely,451,Sales,4,3,Life Sciences,1.0,2,Male,62,3,Sales Executive,3,Single,9929.0,4,Yes,18,3,4,80,1,26,3,4,6,1,4,4
9509,32,No,Travel_Rarely,580,Research & Development,5,2,Other,1.0,3,Female,79,3,Research Director,3,Divorced,12774.0,4,Yes,18,3,3,80,2,14,3,3,9,0,0,1
9510,45,No,Travel_Rarely,449,Human Resources,7,4,Life Sciences,1.0,1,Female,61,3,Human Resources,4,Married,9881.0,6,Yes,25,4,4,80,0,27,4,3,1,1,1,0
9511,18,No,Travel_Frequently,284,Sales,9,2,Life Sciences,1.0,4,Female,39,3,Sales Executive,4,Married,6261.0,0,No,19,4,4,80,0,0,5,3,0,0,0,0
9512,26,No,Travel_Rarely,442,Research & Development,2,5,Marketing,1.0,3,Male,60,2,Research Scientist,3,Married,9739.0,0,No,23,3,3,80,1,8,2,3,4,1,0,3
9513,46,No,Travel_Rarely,493,Sales,11,4,Life Sciences,1.0,1,Female,67,4,Sales Executive,4,Married,10862.0,4,No,12,3,1,80,0,28,5,3,7,1,1,7
9514,34,Yes,Travel_Rarely,295,Sales,10,2,Life Sciences,1.0,3,Male,40,3,Sales Representative,1,Divorced,6502.0,2,Yes,25,3,4,80,0,16,4,3,1,1,1,1
9515,39,Yes,Travel_Rarely,373,Sales,11,2,Life Sciences,1.0,4,Female,51,3,Sales Executive,3,Married,8224.0,4,No,21,3,3,80,1,21,0,2,0,0,0,0
9516,23,No,Travel_Rarely,273,Sales,7,3,Life Sciences,1.0,4,Male,37,2,Sales Executive,3,Married,6027.0,1,No,23,3,1,80,0,5,3,3,5,1,1,2
9517,55,No,Travel_Frequently,775,Research & Development,11,5,Other,1.0,3,Female,100,3,Research Director,1,Married,16647.0024,9,No,20,3,2,80,1,37,3,3,0,0,0,0
9518,48,No,Travel_Rarely,518,Human Resources,4,4,Medical,1.0,3,Male,71,3,Human Resources,4,Married,11396.0,5,No,24,3,2,80,0,30,4,3,4,4,1,0
9519,34,No,Travel_Rarely,308,Research & Development,6,2,Life Sciences,1.0,1,Male,42,2,Laboratory Technician,3,Married,6791.0,2,No,20,3,3,80,0,16,1,3,0,0,0,0
9520,32,Yes,Travel_Rarely,515,Research & Development,7,4,Life Sciences,1.0,3,Female,70,3,Manager,2,Single,11335.0,2,Yes,21,4,3,80,0,14,4,1,0,0,0,0
9521,47,No,Travel_Rarely,498,Research & Development,9,5,Life Sciences,1.0,1,Male,68,3,Research Scientist,4,Married,10967.0,3,No,22,3,1,80,3,29,3,3,12,4,0,2
9522,56,No,Travel_Rarely,535,Sales,11,4,Medical,1.0,2,Female,73,4,Sales Executive,3,Married,11775.0,9,No,14,3,3,80,1,38,2,3,7,0,1,4
9523,46,No,Travel_Rarely,766,Research & Development,7,4,Life Sciences,1.0,1,Female,100,2,Manager,3,Married,16647.0024,9,No,25,3,1,80,0,28,3,3,1,1,1,1
9524,58,No,Travel_Rarely,707,Research & Development,9,2,Medical,1.0,4,Male,97,2,Research Director,2,Married,15567.0,7,No,17,3,1,80,2,40,4,3,0,0,0,0
9525,27,No,Travel_Rarely,597,Research & Development,11,5,Medical,1.0,3,Female,82,1,Manufacturing Director,3,Divorced,13150.0,4,Yes,16,3,3,80,0,9,4,3,3,1,0,3
9526,28,Yes,Travel_Rarely,363,Sales,18,5,Life Sciences,1.0,2,Female,50,3,Sales Executive,3,Divorced,8004.0,1,Yes,18,3,3,80,1,10,2,3,1,0,0,1
9527,25,No,Travel_Rarely,360,Sales,9,3,Marketing,1.0,4,Male,49,3,Sales Executive,3,Divorced,7921.0,1,Yes,15,3,2,80,1,7,2,4,5,5,2,1
9528,41,No,Travel_Rarely,439,Sales,11,4,Life Sciences,1.0,3,Male,60,1,Sales Representative,1,Single,9674.0,2,No,16,3,2,80,2,23,1,4,7,1,0,2
9529,38,No,Travel_Frequently,372,Sales,2,2,Medical,1.0,3,Male,51,3,Sales Representative,3,Single,8185.0,3,Yes,19,3,1,80,0,20,3,3,2,2,2,0
9530,35,No,Travel_Frequently,407,Sales,4,4,Medical,1.0,4,Male,56,3,Sales Executive,3,Married,8971.0,6,No,22,3,4,80,3,17,3,2,17,3,0,2
9531,45,No,Travel_Rarely,408,Research & Development,11,2,Life Sciences,1.0,3,Male,56,1,Research Scientist,2,Divorced,8985.0,7,No,16,3,1,80,1,27,3,3,19,3,1,4
9532,49,No,Travel_Rarely,683,Sales,15,5,Life Sciences,1.0,3,Female,93,2,Manager,4,Married,15032.0,4,No,25,3,3,80,2,21,2,4,0,0,0,0
9533,21,No,Travel_Rarely,410,Research & Development,6,5,Medical,1.0,4,Female,56,3,Laboratory Technician,1,Married,9037.0,3,Yes,25,3,1,80,1,3,0,1,3,3,3,1
9534,31,No,Travel_Rarely,551,Research & Development,24,3,Life Sciences,1.0,2,Male,75,4,Research Director,1,Married,12135.0,3,Yes,17,4,2,80,2,13,5,3,5,1,2,5
9535,45,No,Travel_Rarely,423,Research & Development,10,4,Other,1.0,4,Female,58,3,Laboratory Technician,3,Married,9308.0,7,No,25,4,3,80,0,27,6,4,2,2,1,2
9536,32,No,Travel_Rarely,315,Research & Development,10,3,Marketing,1.0,3,Female,43,3,Research Scientist,2,Married,6951.0,3,No,20,3,3,80,0,14,0,3,2,2,0,0
9537,29,No,Travel_Rarely,520,Research & Development,17,5,Life Sciences,1.0,2,Male,71,3,Manager,3,Married,11454.0,3,Yes,22,3,1,80,1,11,1,3,2,2,0,0
9538,47,No,Travel_Rarely,405,Research & Development,13,2,Medical,1.0,3,Male,55,3,Laboratory Technician,3,Married,8925.0,6,No,23,3,3,80,0,29,4,4,4,4,2,4
9539,24,No,Travel_Rarely,294,Research & Development,7,4,Technical Degree,1.0,3,Female,40,4,Laboratory Technician,2,Married,6488.0,4,No,21,3,1,80,0,6,2,2,2,2,2,2
9540,33,No,Travel_Rarely,366,Sales,5,3,Other,1.0,3,Male,50,3,Sales Representative,4,Married,8065.0,4,No,16,3,1,80,1,15,2,1,6,2,1,6
9541,40,No,Non-Travel,374,Research & Development,9,3,Life Sciences,1.0,3,Female,51,3,Laboratory Technician,2,Single,8234.0,2,Yes,15,3,3,80,2,22,1,4,16,0,1,0
9542,31,No,Non-Travel,594,Research & Development,10,2,Medical,1.0,3,Male,81,3,Research Director,4,Single,13082.0,2,No,14,3,3,80,1,13,2,4,9,1,0,2
9543,44,Yes,Travel_Rarely,710,Research & Development,3,4,Medical,1.0,1,Female,97,2,Manufacturing Director,3,Married,15629.0,7,Yes,23,4,3,80,2,26,4,3,0,0,0,0
9544,31,No,Travel_Frequently,316,Sales,5,2,Human Resources,1.0,4,Female,43,3,Sales Executive,4,Divorced,6962.0,3,Yes,25,3,4,80,0,13,1,2,0,0,0,0
9545,51,Yes,Non-Travel,480,Research & Development,6,4,Medical,1.0,3,Male,66,1,Research Scientist,2,Married,10560.0,5,Yes,13,3,4,80,0,33,3,3,7,2,3,3
9546,35,No,Travel_Rarely,347,Sales,15,3,Life Sciences,1.0,2,Male,47,4,Sales Executive,4,Divorced,7648.0,5,No,14,3,4,80,1,17,2,3,7,0,0,0
9547,43,No,Travel_Rarely,414,Sales,13,3,Life Sciences,1.0,4,Female,56,3,Sales Executive,1,Divorced,9115.0,7,No,21,3,4,80,1,25,3,4,7,4,4,3
9548,44,No,Travel_Rarely,463,Research & Development,14,4,Life Sciences,1.0,4,Female,63,2,Research Scientist,4,Divorced,10187.0,3,Yes,19,4,4,80,1,26,2,3,0,0,0,0
9549,30,No,Travel_Rarely,358,Research & Development,6,3,Medical,1.0,3,Female,49,2,Research Scientist,4,Single,7887.0,2,No,24,3,2,80,0,12,2,3,3,0,3,1
9550,18,No,Travel_Rarely,409,Research & Development,14,1,Life Sciences,1.0,1,Female,56,3,Research Director,4,Single,9009.0,0,No,19,3,1,80,0,0,3,2,0,0,0,0
9551,40,No,Travel_Rarely,695,Research & Development,9,5,Medical,1.0,4,Male,95,1,Research Director,1,Single,15294.0,3,No,17,3,4,80,0,22,3,3,4,0,4,0
9552,37,No,Travel_Rarely,387,Research & Development,9,3,Life Sciences,1.0,3,Male,53,2,Research Scientist,3,Married,8524.0,5,No,12,3,2,80,0,19,3,3,4,4,1,1
9553,42,No,Travel_Rarely,396,Research & Development,15,4,Medical,1.0,3,Female,54,3,Laboratory Technician,3,Married,8724.0,3,No,14,3,4,80,0,24,3,3,0,0,0,0
9554,34,Yes,Travel_Rarely,380,Sales,4,4,Life Sciences,1.0,1,Male,52,1,Sales Representative,2,Single,8375.0,2,No,14,3,2,80,2,16,3,2,10,3,0,2
9555,32,No,Travel_Rarely,387,Research & Development,4,5,Medical,1.0,2,Male,53,3,Research Scientist,4,Married,8526.0,4,No,11,3,2,80,0,14,1,3,1,1,0,1
9556,57,No,Travel_Rarely,477,Research & Development,15,3,Medical,1.0,3,Female,65,3,Laboratory Technician,3,Married,10515.0,7,No,12,3,1,80,3,39,2,3,18,1,11,1
9557,22,No,Travel_Rarely,347,Research & Development,7,2,Medical,1.0,3,Female,47,2,Laboratory Technician,2,Married,7643.0,2,No,16,3,1,80,0,4,3,2,4,1,0,3
9558,44,No,Travel_Rarely,376,Sales,15,1,Medical,1.0,2,Male,51,3,Sales Executive,4,Divorced,8281.0,7,No,18,3,3,80,3,26,2,2,16,6,4,3
9559,31,No,Travel_Rarely,451,Sales,8,4,Marketing,1.0,1,Male,62,3,Sales Executive,2,Divorced,9935.0,3,No,15,3,3,80,3,13,3,2,12,0,1,0
9560,33,Yes,Non-Travel,327,Sales,6,4,Life Sciences,1.0,1,Female,45,2,Sales Executive,2,Single,7205.0,2,Yes,24,3,4,80,1,15,2,3,5,3,2,3
9561,33,No,Non-Travel,419,Human Resources,5,2,Marketing,1.0,2,Male,57,3,Manager,4,Single,9218.0,2,No,19,3,2,80,1,15,1,3,6,0,6,0
9562,28,No,Travel_Frequently,455,Sales,13,5,Other,1.0,1,Male,62,2,Sales Executive,3,Married,10025.0,2,No,12,3,1,80,0,10,3,3,3,3,0,3
9563,42,Yes,Travel_Rarely,717,Research & Development,3,5,Marketing,1.0,2,Female,98,2,Research Director,2,Single,15776.0,2,Yes,23,3,4,80,1,24,5,3,3,3,1,3
9564,50,No,Travel_Rarely,470,Research & Development,12,3,Marketing,1.0,2,Male,64,3,Laboratory Technician,4,Single,10352.0,4,No,11,2,4,80,1,32,4,3,2,0,1,2
9565,41,No,Non-Travel,322,Research & Development,5,2,Technical Degree,1.0,4,Male,44,3,Research Scientist,4,Divorced,7089.0,4,No,19,3,4,80,0,23,2,3,1,1,1,1
9566,38,No,Travel_Frequently,366,Research & Development,7,3,Life Sciences,1.0,2,Male,50,3,Research Scientist,2,Divorced,8053.0,2,No,20,3,3,80,0,20,5,3,0,0,0,0
9567,27,No,Travel_Rarely,378,Research & Development,5,5,Medical,1.0,3,Male,52,3,Research Scientist,4,Married,8323.0,0,Yes,24,3,3,80,2,9,2,3,6,6,5,6
9568,42,No,Travel_Rarely,575,Research & Development,8,4,Medical,1.0,2,Female,79,2,Manager,3,Divorced,12665.0,4,No,25,4,1,80,1,24,1,2,6,3,1,2
9569,58,Yes,Non-Travel,612,Sales,6,5,Human Resources,1.0,1,Male,84,3,Sales Representative,4,Single,13469.0,6,Yes,17,3,3,80,0,40,1,3,2,2,2,2
9570,33,No,Travel_Rarely,267,Human Resources,6,1,Technical Degree,1.0,1,Male,36,3,Human Resources,3,Married,5878.0,1,No,16,3,4,80,0,15,0,3,2,2,0,2
9571,33,No,Travel_Frequently,369,Research & Development,16,5,Life Sciences,1.0,1,Male,50,1,Laboratory Technician,4,Married,8124.0,4,No,14,3,4,80,1,15,5,3,4,2,4,4
9572,31,No,Travel_Rarely,613,Research & Development,12,4,Life Sciences,1.0,1,Female,84,3,Research Director,1,Married,13504.0,0,No,14,3,3,80,2,13,2,3,2,2,0,2
9573,32,No,Travel_Rarely,278,Research & Development,6,2,Life Sciences,1.0,3,Female,38,3,Laboratory Technician,4,Divorced,6130.0,4,Yes,25,3,4,80,1,14,4,2,6,0,0,0
9574,18,No,Travel_Rarely,564,Human Resources,20,4,Life Sciences,1.0,3,Female,77,3,Manager,4,Divorced,12422.0,3,No,13,4,4,80,1,0,2,3,0,0,0,0
9575,41,No,Travel_Rarely,395,Research & Development,4,4,Life Sciences,1.0,4,Male,54,3,Research Scientist,2,Single,8692.0,2,No,18,3,3,80,0,23,5,2,2,1,2,2
9576,28,No,Non-Travel,485,Research & Development,8,2,Marketing,1.0,4,Male,66,3,Manager,2,Divorced,10675.0,4,Yes,14,3,3,80,2,10,3,3,7,1,1,0
9577,20,No,Travel_Rarely,315,Research & Development,14,4,Life Sciences,1.0,3,Female,43,3,Research Scientist,1,Married,6932.0,0,No,14,3,4,80,0,2,3,2,2,2,2,2
9578,44,No,Travel_Rarely,632,Research & Development,2,4,Marketing,1.0,2,Male,87,2,Research Director,3,Married,13920.0,7,No,14,3,4,80,0,26,2,3,2,1,2,0
9579,26,No,Travel_Rarely,531,Research & Development,22,3,Life Sciences,1.0,3,Female,73,4,Manager,4,Single,11693.0,4,No,18,3,2,80,3,8,4,4,6,0,2,5
9580,18,No,Travel_Rarely,589,Research & Development,7,4,Medical,1.0,1,Male,81,2,Research Director,1,Divorced,12966.0,5,No,13,4,3,80,0,0,1,4,0,0,0,0
9581,51,No,Non-Travel,739,Research & Development,11,4,Medical,1.0,3,Male,100,2,Research Director,4,Married,16262.0,5,Yes,16,3,3,80,0,33,2,2,2,0,2,0
9582,22,No,Travel_Rarely,569,Research & Development,8,5,Medical,1.0,1,Male,78,2,Manager,4,Divorced,12519.0,5,No,12,3,4,80,2,4,3,3,4,0,1,0
9583,21,No,Travel_Frequently,383,Sales,11,4,Life Sciences,1.0,3,Male,52,3,Sales Representative,4,Single,8446.0,4,No,11,3,4,80,0,3,2,2,2,0,1,2
9584,39,No,Travel_Frequently,425,Research & Development,4,4,Life Sciences,1.0,2,Female,58,3,Laboratory Technician,3,Single,9357.0,2,No,20,3,1,80,1,21,2,3,4,0,4,2
9585,48,No,Travel_Rarely,425,Human Resources,15,3,Technical Degree,1.0,2,Female,58,3,Human Resources,3,Single,9356.0,8,No,11,3,4,80,2,30,4,3,15,6,0,2
9586,21,No,Non-Travel,278,Sales,15,3,Life Sciences,1.0,3,Male,38,4,Sales Executive,4,Married,6121.0,0,No,11,3,4,80,0,3,3,4,0,0,0,0
9587,41,No,Travel_Rarely,451,Sales,5,5,Life Sciences,1.0,4,Female,62,3,Sales Executive,3,Married,9933.0,6,No,15,3,4,80,3,23,5,3,12,4,10,4
9588,42,No,Travel_Rarely,356,Research & Development,7,2,Life Sciences,1.0,3,Male,49,3,Laboratory Technician,1,Single,7842.0,3,No,14,3,2,80,1,24,3,1,0,0,0,0
9589,18,No,Travel_Rarely,303,Research & Development,8,2,Life Sciences,1.0,1,Female,41,4,Laboratory Technician,3,Single,6668.0,4,No,18,3,1,80,2,0,5,3,0,0,0,0
9590,44,No,Non-Travel,453,Research & Development,7,3,Marketing,1.0,3,Male,62,2,Laboratory Technician,2,Single,9971.0,7,No,16,3,1,80,1,26,5,3,3,2,1,1
9591,45,No,Travel_Frequently,382,Research & Development,11,2,Marketing,1.0,2,Female,52,3,Research Scientist,1,Married,8417.0,7,No,11,3,3,80,2,27,4,3,19,0,0,0
9592,33,No,Travel_Rarely,646,Research & Development,13,4,Life Sciences,1.0,4,Female,88,2,Manager,3,Married,14227.0,9,Yes,20,3,3,80,2,15,2,3,15,11,0,11
9593,49,No,Travel_Rarely,612,Research & Development,5,5,Marketing,1.0,3,Female,84,1,Manager,4,Divorced,13475.0,7,No,21,3,3,80,3,31,0,3,14,0,0,0
9594,48,No,Travel_Rarely,348,Research & Development,15,1,Technical Degree,1.0,4,Male,47,4,Research Scientist,2,Divorced,7670.0,6,No,12,3,3,80,1,30,5,2,6,1,2,6
9595,38,No,Travel_Rarely,324,Research & Development,18,3,Medical,1.0,4,Male,44,3,Laboratory Technician,3,Married,7138.0,6,Yes,12,3,2,80,1,20,2,4,2,2,0,1
9596,32,No,Non-Travel,420,Sales,5,5,Technical Degree,1.0,3,Male,57,2,Sales Executive,3,Divorced,9253.0,4,No,11,3,3,80,3,14,4,3,13,1,0,1
9597,27,No,Travel_Rarely,353,Research & Development,19,4,Medical,1.0,1,Male,48,2,Research Scientist,3,Single,7776.0,0,No,25,2,4,80,1,9,2,3,0,0,0,0
9598,36,No,Travel_Rarely,419,Research & Development,4,5,Technical Degree,1.0,1,Female,57,2,Laboratory Technician,3,Married,9229.0,3,No,22,3,4,80,1,18,3,4,1,1,1,1
9599,42,No,Travel_Rarely,569,Sales,8,5,Medical,1.0,1,Female,78,2,Manager,3,Single,12525.0,5,No,23,3,2,80,0,24,3,3,2,2,0,2
9600,33,No,Travel_Rarely,360,Research & Development,4,5,Life Sciences,1.0,4,Male,49,3,Laboratory Technician,1,Single,7922.0,3,No,11,2,3,80,0,9,0,3,8,2,1,4
9601,18,No,Travel_Rarely,604,Research & Development,11,3,Life Sciences,1.0,2,Male,83,1,Manufacturing Director,3,Married,13309.0,2,Yes,12,3,2,80,2,0,3,2,0,0,0,0
9602,49,No,Travel_Frequently,484,Sales,10,3,Life Sciences,1.0,4,Female,66,1,Sales Representative,2,Divorced,10650.0,6,No,19,3,1,80,3,31,4,3,18,0,2,0
9603,38,No,Travel_Frequently,440,Sales,15,4,Medical,1.0,3,Male,60,2,Sales Representative,2,Single,9694.0,4,No,23,3,3,80,0,20,4,3,2,1,0,2
9604,33,No,Travel_Rarely,406,Sales,22,4,Medical,1.0,3,Female,55,2,Sales Executive,3,Single,8953.0,2,Yes,13,3,4,80,1,15,1,2,8,0,8,3
9605,45,Yes,Travel_Rarely,493,Sales,8,4,Other,1.0,1,Male,67,4,Sales Representative,4,Married,10864.0,5,No,17,3,4,80,0,27,5,3,0,0,0,0
9606,52,No,Travel_Rarely,487,Research & Development,6,4,Medical,1.0,4,Male,67,3,Laboratory Technician,4,Single,10720.0,7,Yes,25,3,3,80,2,34,3,3,7,3,2,7
9607,18,No,Travel_Frequently,548,Research & Development,10,4,Life Sciences,1.0,3,Female,75,3,Manufacturing Director,3,Married,12074.0,1,Yes,12,1,3,80,1,0,4,2,0,0,0,0
9608,41,No,Non-Travel,650,Research & Development,6,3,Life Sciences,1.0,4,Male,89,2,Research Director,2,Divorced,14302.0,3,Yes,25,3,1,80,3,23,2,3,13,0,0,1
9609,22,No,Travel_Rarely,547,Research & Development,10,4,Human Resources,1.0,1,Female,75,3,Research Director,2,Married,12037.0,3,No,16,3,1,80,1,4,2,3,4,1,2,0
9610,41,No,Travel_Rarely,414,Research & Development,18,3,Life Sciences,1.0,1,Male,56,1,Research Scientist,4,Divorced,9115.0,2,No,13,3,2,80,0,23,3,2,8,8,4,1
9611,38,No,Non-Travel,601,Research & Development,13,3,Marketing,1.0,3,Male,82,3,Manufacturing Director,3,Single,13232.0,7,No,17,4,3,80,3,20,4,3,12,0,6,0
9612,43,No,Travel_Rarely,580,Research & Development,5,4,Life Sciences,1.0,4,Female,79,4,Manager,2,Single,12763.0,4,Yes,23,3,2,80,1,25,5,2,0,0,0,0
9613,32,No,Travel_Rarely,784,Research & Development,14,4,Medical,1.0,3,Female,100,4,Manufacturing Director,2,Married,16647.0024,8,No,13,3,3,80,3,14,4,3,14,3,1,10
9614,18,Yes,Travel_Rarely,338,Sales,14,4,Medical,1.0,3,Female,46,2,Sales Executive,4,Divorced,7448.0,3,No,16,4,2,80,1,0,2,3,0,0,0,0
9615,32,No,Travel_Frequently,381,Sales,7,4,Medical,1.0,3,Female,52,4,Sales Executive,3,Divorced,8382.0,2,No,21,3,1,80,0,14,2,3,1,0,1,1
9616,41,No,Travel_Frequently,393,Research & Development,10,3,Medical,1.0,4,Male,54,4,Research Scientist,3,Single,8648.0,5,Yes,15,3,4,80,2,23,1,2,11,2,2,9
9617,47,No,Travel_Rarely,456,Human Resources,5,4,Marketing,1.0,4,Female,62,2,Human Resources,3,Married,10043.0,4,No,24,3,3,80,0,29,1,3,3,3,2,3
9618,25,No,Travel_Rarely,252,Research & Development,19,2,Medical,1.0,3,Male,34,4,Research Scientist,2,Single,5557.0,3,No,18,3,1,80,1,7,2,3,1,0,1,1
9619,47,No,Travel_Rarely,483,Research & Development,7,4,Life Sciences,1.0,3,Male,66,3,Laboratory Technician,1,Married,10639.0,4,No,16,3,4,80,1,29,2,3,1,1,0,1
9620,30,No,Travel_Rarely,358,Sales,11,4,Medical,1.0,3,Female,49,3,Sales Executive,1,Married,7879.0,4,No,24,3,4,80,1,12,3,3,1,0,1,0
9621,40,No,Travel_Rarely,382,Sales,15,3,Life Sciences,1.0,1,Male,52,3,Sales Executive,2,Divorced,8406.0,6,No,24,3,2,80,0,22,2,3,4,2,1,1
9622,31,Yes,Non-Travel,404,Research & Development,7,1,Life Sciences,1.0,4,Female,55,3,Manager,1,Married,8899.0,0,No,14,3,1,80,1,13,1,3,0,0,0,0
9623,38,No,Travel_Rarely,375,Sales,9,4,Life Sciences,1.0,3,Male,51,2,Sales Executive,4,Divorced,8265.0,5,No,16,3,4,80,1,20,1,3,0,0,0,0
9624,45,No,Travel_Frequently,376,Research & Development,7,3,Human Resources,1.0,1,Male,51,4,Research Scientist,3,Divorced,8277.0,3,No,15,2,4,80,1,27,2,3,11,5,0,2
9625,24,No,Travel_Frequently,320,Sales,6,2,Life Sciences,1.0,4,Male,44,3,Sales Representative,1,Married,7058.0,4,Yes,12,4,3,80,0,6,5,4,5,3,2,0
9626,30,No,Travel_Rarely,402,Sales,2,5,Life Sciences,1.0,1,Male,55,1,Sales Representative,4,Married,8851.0,2,No,18,3,4,80,0,12,2,2,2,2,2,0
9627,38,Yes,Travel_Rarely,481,Research & Development,9,5,Marketing,1.0,1,Male,66,3,Research Scientist,1,Married,10602.0,3,Yes,19,3,2,80,0,20,2,2,0,0,0,0
9628,60,No,Travel_Rarely,651,Research & Development,24,2,Marketing,1.0,3,Male,89,2,Manager,4,Married,14343.0,8,No,14,3,2,80,3,42,3,3,8,4,1,1
9629,28,No,Travel_Rarely,356,Sales,6,4,Life Sciences,1.0,3,Female,49,3,Sales Executive,3,Married,7844.0,2,No,15,3,4,80,1,10,5,3,10,0,1,4
9630,57,No,Travel_Rarely,568,Sales,5,4,Marketing,1.0,4,Female,78,3,Sales Representative,3,Single,12513.0,8,No,11,3,2,80,0,39,6,3,4,4,4,0
9631,57,No,Travel_Rarely,519,Sales,18,3,Medical,1.0,3,Male,71,2,Sales Representative,4,Married,11430.0,9,No,23,3,2,80,1,39,3,3,11,1,1,1
9632,36,Yes,Travel_Rarely,675,Research & Development,12,4,Marketing,1.0,3,Male,92,4,Research Director,2,Married,14861.0,5,Yes,23,3,4,80,2,18,1,2,16,0,7,2
9633,34,Yes,Travel_Frequently,379,Research & Development,7,3,Medical,1.0,1,Male,52,3,Laboratory Technician,1,Single,8342.0,1,Yes,24,3,4,80,1,16,2,2,4,4,0,1
9634,30,No,Travel_Frequently,667,Research & Development,10,5,Marketing,1.0,3,Male,91,3,Research Director,1,Married,14678.0,5,Yes,11,3,3,80,2,12,3,3,12,4,3,0
9635,36,No,Travel_Rarely,384,Research & Development,15,4,Marketing,1.0,4,Male,52,3,Research Scientist,3,Married,8452.0,4,No,14,4,4,80,0,18,4,4,1,1,0,1
9636,22,No,Travel_Rarely,361,Research & Development,9,4,Life Sciences,1.0,4,Male,49,3,Laboratory Technician,2,Married,7949.0,3,Yes,23,3,1,80,2,4,4,3,4,4,1,1
9637,36,No,Non-Travel,364,Research & Development,24,3,Life Sciences,1.0,4,Female,50,3,Research Scientist,3,Married,8027.0,4,No,19,3,2,80,1,18,1,4,3,0,1,3
9638,51,Yes,Travel_Rarely,426,Research & Development,3,1,Medical,1.0,2,Male,58,3,Research Scientist,4,Divorced,9386.0,5,No,11,4,3,80,0,33,3,3,0,0,0,0
9639,30,No,Travel_Frequently,559,Research & Development,9,2,Life Sciences,1.0,2,Male,76,2,Manufacturing Director,3,Married,12306.0,5,Yes,25,4,1,80,2,12,2,1,12,0,0,12
9640,34,No,Travel_Rarely,433,Human Resources,13,1,Other,1.0,3,Female,59,2,Manager,4,Married,9545.0,1,No,11,3,2,80,2,16,4,2,10,2,3,0
9641,60,No,Non-Travel,477,Research & Development,4,2,Other,1.0,3,Female,65,3,Laboratory Technician,4,Single,10506.0,9,No,11,3,4,80,0,42,0,3,5,0,0,3
9642,40,No,Travel_Rarely,378,Research & Development,4,2,Marketing,1.0,4,Male,52,3,Laboratory Technician,4,Married,8321.0,2,Yes,25,3,3,80,2,22,3,2,9,2,2,9
9643,39,No,Travel_Rarely,390,Research & Development,8,1,Life Sciences,1.0,3,Female,53,3,Research Director,2,Married,8581.0,2,No,21,3,2,80,2,4,0,3,4,1,1,2
9644,37,No,Travel_Rarely,408,Sales,2,4,Medical,1.0,3,Male,56,1,Sales Representative,2,Married,8987.0,1,Yes,23,3,4,80,0,19,0,3,6,5,2,6
9645,34,No,Travel_Rarely,350,Research & Development,7,4,Other,1.0,2,Female,48,3,Laboratory Technician,4,Married,7714.0,1,Yes,14,3,4,80,0,16,3,3,1,0,1,1
9646,34,No,Travel_Rarely,578,Research & Development,2,4,Medical,1.0,4,Female,79,4,Research Director,3,Married,12730.0,5,No,24,3,2,80,0,16,4,4,4,4,4,1
9647,42,No,Travel_Frequently,397,Sales,5,2,Life Sciences,1.0,4,Male,54,3,Sales Executive,3,Married,8735.0,2,Yes,25,3,4,80,0,24,6,4,1,1,0,1
9648,36,No,Travel_Rarely,540,Research & Development,14,5,Life Sciences,1.0,4,Female,74,2,Laboratory Technician,1,Single,11880.0,9,Yes,25,3,4,80,2,18,4,3,18,0,0,5
9649,40,No,Travel_Rarely,349,Research & Development,9,2,Life Sciences,1.0,4,Female,48,3,Research Scientist,2,Single,7685.0,4,No,17,3,1,80,0,22,2,3,4,4,0,4
9650,39,No,Travel_Frequently,362,Sales,10,3,Medical,1.0,3,Female,49,3,Sales Representative,4,Divorced,7975.0,2,No,21,3,2,80,0,21,4,3,3,2,1,3
